FeatureCode,DateCode,Measurement,Units,Value,Age,Sex,Migration Source,Migration Type
S92000003,2006,Count,People,44,73 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,177,48 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,50,77 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,100,60 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,144,51 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,90,61 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,105,63 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,72,64 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,106,60 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,85,61 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,52,68 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,57,69 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,127,52 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,71,65 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,136,53 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,111,56 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,33,82 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,136,50 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,129,55 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,53,67 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,95,59 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,260,41 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,194,43 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,259,40 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,219,44 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,598,30 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,974,26 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,257,42 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,535,31 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,462,34 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,67,66 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,797,27 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,477,33 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,509,32 years,Female,To-from Rest of UK,Out
S92000003,2002,Count,People,43,81 years,Female,To-from Rest of UK,Out
S92000003,2018,Count,People,-7,78 years,Female,To-from Overseas,Net
S92000003,2002,Count,People,40,78 years,Female,To-from Rest of UK,Out
S92000003,2002,Count,People,41,79 years,Female,To-from Rest of UK,Out
S92000003,2002,Count,People,41,75 years,Female,To-from Rest of UK,Out
S92000003,2009,Count,People,113,41 years,Female,To-from Overseas,Out
S92000003,2009,Count,People,10,86 years,Female,To-from Overseas,Out
S92000003,2002,Count,People,55,72 years,Female,To-from Rest of UK,Out
S92000003,2002,Count,People,48,80 years,Female,To-from Rest of UK,Out
S92000003,2002,Count,People,33,73 years,Female,To-from Rest of UK,Out
S92000003,2002,Count,People,39,76 years,Female,To-from Rest of UK,Out
S92000003,2002,Count,People,39,77 years,Female,To-from Rest of UK,Out
S92000003,2002,Count,People,50,74 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,307,2 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,142,58 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,302,1 year,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,99,57 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,109,54 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,123,51 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,70,63 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,57,64 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,80,62 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,222,4 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,248,5 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,260,3 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,44,70 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,41,74 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,303,37 years,Female,To-from Rest of UK,Out
S92000003,2009,Count,People,17,73 years,Female,To-from Overseas,Out
S92000003,2005,Count,People,34,73 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,48,72 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,42,71 years,Female,To-from Rest of UK,Out
S92000003,2009,Count,People,92,43 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,-10,71 years,Female,To-from Overseas,Net
S92000003,2018,Count,People,-7,69 years,Female,To-from Overseas,Net
S92000003,2009,Count,People,9,80 years,Female,To-from Overseas,Out
S92000003,2005,Count,People,428,36 years,Female,To-from Rest of UK,Out
S92000003,2009,Count,People,10,79 years,Female,To-from Overseas,Out
S92000003,2005,Count,People,30,83 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,20,84 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,24,87 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,29,81 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,22,86 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,16,88 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,34,85 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,36,76 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,35,77 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,47,75 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,24,80 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,33,79 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,24,78 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,173,45 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,337,38 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,518,33 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,140,49 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,296,39 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,400,35 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,512,32 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,719,28 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,133,0 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,614,29 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,479,34 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,177,46 years,Female,To-from Rest of UK,Out
S92000003,2006,Count,People,23097,All,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,164,47 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,264,40 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,157,48 years,Female,To-from Rest of UK,Out
S92000003,2018,Count,People,-8,70 years,Female,To-from Overseas,Net
S92000003,2009,Count,People,106,42 years,Female,To-from Overseas,Out
S92000003,2005,Count,People,240,41 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,215,42 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,201,43 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,556,31 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,137,16 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,240,17 years,Female,To-from Rest of UK,Out
S92000003,2005,Count,People,188,44 years,Female,To-from Rest of UK,Out
S92000003,2016,Count,People,-4,84 years,Female,To-from Overseas,Net
S92000003,2016,Count,People,-2,85 years,Female,To-from Overseas,Net
S92000003,2016,Count,People,4,82 years,Female,To-from Overseas,Net
S92000003,2016,Count,People,-20,90 years,Female,To-from Overseas,Net
S92000003,2016,Count,People,-7,81 years,Female,To-from Overseas,Net
S92000003,2016,Count,People,-4,80 years,Female,To-from Overseas,Net
S92000003,2016,Count,People,-5,86 years,Female,To-from Overseas,Net
S92000003,2009,Count,People,26,79 years,Female,To-from Rest of UK,Out
S92000003,2009,Count,People,22,78 years,Female,To-from Rest of UK,Out
S92000003,2009,Count,People,24,87 years,Female,To-from Rest of UK,Out
S92000003,2009,Count,People,45,72 years,Female,To-from Rest of UK,Out
S92000003,2016,Count,People,0,83 years,Female,To-from Overseas,Net
S92000003,2009,Count,People,40,71 years,Female,To-from Rest of UK,Out
S92000003,2018,Count,People,34,15 years,Female,To-from Overseas,Net
S92000003,2009,Count,People,8,84 years,Female,To-from Overseas,Out
S92000003,2009,Count,People,189,35 years,Female,To-from Overseas,Out
S92000003,2009,Count,People,225,33 years,Female,To-from Overseas,Out
S92000003,2009,Count,People,577,26 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,-5,79 years,Female,To-from Overseas,Net
S92000003,2009,Count,People,545,27 years,Female,To-from Overseas,Out
S92000003,2016,Count,People,-5,87 years,Female,To-from Overseas,Net
S92000003,2018,Count,People,-9,76 years,Female,To-from Overseas,Net
S92000003,2016,Count,People,-4,88 years,Female,To-from Overseas,Net
S92000003,2005,Count,People,72,90 years,Female,To-from Rest of UK,Out
S92000003,2009,Count,People,205,34 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,-3,77 years,Female,To-from Overseas,Net
S92000003,2018,Count,People,100,29 years,Female,To-from Overseas,Net
S92000003,2018,Count,People,76,31 years,Female,To-from Overseas,Net
S92000003,2016,Count,People,-5,68 years,Female,To-from Overseas,Net
S92000003,2009,Count,People,145,18 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,54,30 years,Female,To-from Overseas,Net
S92000003,2009,Count,People,6,89 years,Female,To-from Overseas,Out
S92000003,2016,Count,People,-1,89 years,Female,To-from Overseas,Net
S92000003,2009,Count,People,577,21 years,Female,To-from Rest of UK,Out
S92000003,2009,Count,People,405,18 years,Female,To-from Rest of UK,Out
S92000003,2009,Count,People,632,19 years,Female,To-from Rest of UK,Out
S92000003,2016,Count,People,-6,70 years,Female,To-from Overseas,Net
S92000003,2016,Count,People,-3,67 years,Female,To-from Overseas,Net
S92000003,2016,Count,People,11,66 years,Female,To-from Overseas,Net
S92000003,2009,Count,People,514,22 years,Female,To-from Overseas,Out
S92000003,2009,Count,People,35,73 years,Female,To-from Rest of UK,Out
S92000003,2009,Count,People,44,76 years,Female,To-from Rest of UK,Out
S92000003,2009,Count,People,26,75 years,Female,To-from Rest of UK,Out
S92000003,2009,Count,People,31,86 years,Female,To-from Rest of UK,Out
S92000003,2009,Count,People,34,74 years,Female,To-from Rest of UK,Out
S92000003,2018,Count,People,77,33 years,Female,To-from Overseas,Net
S92000003,2018,Count,People,64,34 years,Female,To-from Overseas,Net
S92000003,2009,Count,People,20,90 years,Female,To-from Overseas,Out
S92000003,2009,Count,People,38,77 years,Female,To-from Rest of UK,Out
S92000003,2009,Count,People,27,80 years,Female,To-from Rest of UK,Out
S92000003,2009,Count,People,268,20 years,Female,To-from Overseas,Out
S92000003,2002,Count,People,48,69 years,Female,To-from Rest of UK,Out
S92000003,2002,Count,People,12,88 years,Female,To-from Rest of UK,Out
S92000003,2002,Count,People,61,67 years,Female,To-from Rest of UK,Out
S92000003,2002,Count,People,33,70 years,Female,To-from Rest of UK,Out
S92000003,2002,Count,People,27,84 years,Female,To-from Rest of UK,Out
S92000003,2002,Count,People,45,82 years,Female,To-from Rest of UK,Out
S92000003,2002,Count,People,34,86 years,Female,To-from Rest of UK,Out
S92000003,2002,Count,People,74,66 years,Female,To-from Rest of UK,Out
S92000003,2002,Count,People,87,63 years,Female,To-from Rest of UK,Out
S92000003,2002,Count,People,75,62 years,Female,To-from Rest of UK,Out
S92000003,2002,Count,People,71,64 years,Female,To-from Rest of UK,Out
S92000003,2002,Count,People,52,71 years,Female,To-from Rest of UK,Out
S92000003,2002,Count,People,78,65 years,Female,To-from Rest of UK,Out
S92000003,2018,Count,People,-5,88 years,Female,To-from Overseas,Net
S92000003,2009,Count,People,7,87 years,Female,To-from Overseas,Out
S92000003,2009,Count,People,176,36 years,Female,To-from Overseas,Out
S92000003,2009,Count,People,8,78 years,Female,To-from Overseas,Out
S92000003,2009,Count,People,360,30 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,-4,80 years,Female,To-from Overseas,Net
S92000003,2009,Count,People,442,29 years,Female,To-from Overseas,Out
S92000003,2002,Count,People,29,85 years,Female,To-from Rest of UK,Out
S92000003,2002,Count,People,76,90 years,Female,To-from Rest of UK,Out
S92000003,2009,Count,People,163,37 years,Female,To-from Overseas,Out
S92000003,2002,Count,People,22,83 years,Female,To-from Rest of UK,Out
S92000003,2002,Count,People,12,89 years,Female,To-from Rest of UK,Out
S92000003,2002,Count,People,22,87 years,Female,To-from Rest of UK,Out
S92000003,2009,Count,People,38,60 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,37,14 years,Female,To-from Overseas,Net
S92000003,2018,Count,People,31,12 years,Female,To-from Overseas,Net
S92000003,2009,Count,People,45,57 years,Female,To-from Overseas,Out
S92000003,2009,Count,People,310,31 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,46,16 years,Female,To-from Overseas,Net
S92000003,2009,Count,People,294,32 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,-9,75 years,Female,To-from Overseas,Net
S92000003,2009,Count,People,470,28 years,Female,To-from Overseas,Out
S92000003,2009,Count,People,9,88 years,Female,To-from Overseas,Out
S92000003,2009,Count,People,17,69 years,Female,To-from Overseas,Out
S92000003,2009,Count,People,45,59 years,Female,To-from Overseas,Out
S92000003,2009,Count,People,14,70 years,Female,To-from Overseas,Out
S92000003,2009,Count,People,85,45 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,-7,73 years,Female,To-from Overseas,Net
S92000003,2002,Count,People,53,68 years,Female,To-from Rest of UK,Out
S92000003,2009,Count,People,137,38 years,Female,To-from Overseas,Out
S92000003,2009,Count,People,8,83 years,Female,To-from Overseas,Out
S92000003,2009,Count,People,10,82 years,Female,To-from Overseas,Out
S92000003,2009,Count,People,8,85 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,-6,74 years,Female,To-from Overseas,Net
S92000003,2005,Count,People,15,89 years,Female,To-from Rest of UK,Out
S92000003,2018,Count,People,-5,72 years,Female,To-from Overseas,Net
S92000003,2009,Count,People,81,46 years,Female,To-from Overseas,Out
S92000003,2009,Count,People,89,44 years,Female,To-from Overseas,Out
S92000003,2007,Count,People,68,10 years,Female,To-from Overseas,Out
S92000003,2007,Count,People,58,15 years,Female,To-from Overseas,Out
S92000003,2007,Count,People,61,90 years,Female,To-from Rest of UK,Out
S92000003,2007,Count,People,62,14 years,Female,To-from Overseas,Out
S92000003,2007,Count,People,88,17 years,Female,To-from Overseas,Out
S92000003,2007,Count,People,116,18 years,Female,To-from Overseas,Out
S92000003,2007,Count,People,68,16 years,Female,To-from Overseas,Out
S92000003,2007,Count,People,404,22 years,Female,To-from Overseas,Out
S92000003,2007,Count,People,186,19 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,703,19 years,Female,To-from Overseas,Net
S92000003,2007,Count,People,554,23 years,Female,To-from Overseas,Out
S92000003,2007,Count,People,64,11 years,Female,To-from Overseas,Out
S92000003,2007,Count,People,307,21 years,Female,To-from Overseas,Out
S92000003,2007,Count,People,36,85 years,Female,To-from Rest of UK,Out
S92000003,2007,Count,People,562,25 years,Female,To-from Overseas,Out
S92000003,2007,Count,People,553,24 years,Female,To-from Overseas,Out
S92000003,2007,Count,People,17,89 years,Female,To-from Rest of UK,Out
S92000003,2007,Count,People,37,83 years,Female,To-from Rest of UK,Out
S92000003,2007,Count,People,24,84 years,Female,To-from Rest of UK,Out
S92000003,2007,Count,People,34,82 years,Female,To-from Rest of UK,Out
S92000003,2007,Count,People,199,20 years,Female,To-from Overseas,Out
S92000003,2007,Count,People,530,26 years,Female,To-from Overseas,Out
S92000003,2007,Count,People,469,27 years,Female,To-from Overseas,Out
S92000003,2007,Count,People,63,12 years,Female,To-from Overseas,Out
S92000003,2007,Count,People,37,86 years,Female,To-from Rest of UK,Out
S92000003,2007,Count,People,61,13 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,36,13 years,Female,To-from Overseas,Net
S92000003,2009,Count,People,48,56 years,Female,To-from Overseas,Out
S92000003,2009,Count,People,21,66 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,442,21 years,Female,To-from Overseas,Net
